cat_index,sub_index,v_index,state,categories,subcategories,variables,policy,history_2020,current_policy_2030,current_policy_2050,repeat_policy_2030,repeat_policy_2050,core_policy_2030,core_policy_2050
2,2,1.0,AR,Labor,Employment by economic sector,Employment - Agriculture,Biden,93.81578601804586,115.43345367629188,100.56859033804281,190.15833423817173,1309.973746953328,247.27436260121382,1310.032874500065
2,2,1.0,AR,Labor,Employment by economic sector,Employment - Agriculture,other,93.81578601804586,115.43345367629188,100.56859033804281,199.45422150625976,1309.5949118361789,247.27436260121382,1310.032874500065
2,2,1.0,AZ,Labor,Employment by economic sector,Employment - Agriculture,Biden,94.00091367684155,95.99659821404221,94.6256647058304,173.31538265563557,43.361361991294544,125.16109539532093,43.32972356768958
2,2,1.0,AZ,Labor,Employment by economic sector,Employment - Agriculture,other,94.00091367684155,95.99659821404221,94.6256647058304,179.69897953655146,43.56109353912082,125.16109539532093,43.32972356768958
2,2,1.0,CA,Labor,Employment by economic sector,Employment - Agriculture,Biden,707.6213865457999,784.6495832714372,731.6889250950803,1617.1589395767774,1348.3131821605677,1390.9643223113392,1346.9520066805924
2,2,1.0,CA,Labor,Employment by economic sector,Employment - Agriculture,other,707.6213865457999,784.6495832714372,731.6889250950803,1694.7093952798475,1356.9083376913043,1390.9643223113392,1346.9520066805924
2,2,1.0,CO,Labor,Employment by economic sector,Employment - Agriculture,Biden,224.87537756611675,226.74221583194137,225.46196013271563,233.24865196909317,316.6334505706285,238.21281911350212,316.7337878007437
2,2,1.0,CO,Labor,Employment by economic sector,Employment - Agriculture,other,224.87537756611675,226.74221583194137,225.46196013271563,234.057385844493,315.9982015601533,238.21281911350212,316.7337878007437
2,2,1.0,CT,Labor,Employment by economic sector,Employment - Agriculture,Biden,60.985057219808475,75.0376463954019,65.37472526320137,123.61263905104005,141.4711428335836,160.7409775293675,141.1737084771653
2,2,1.0,CT,Labor,Employment by economic sector,Employment - Agriculture,other,60.985057219808475,75.0376463954019,65.37472526320137,129.6554410251582,143.3499090227153,160.7409775293675,141.1737084771653
2,2,1.0,DC,Labor,Employment by economic sector,Employment - Agriculture,Biden,6.019366638683419,7.406389793647607,6.452637059010431,12.200854267326443,2.60447619150946,15.865507416386688,2.569745849538598
2,2,1.0,DC,Labor,Employment by economic sector,Employment - Agriculture,other,6.019366638683419,7.406389793647607,6.452637059010431,12.79729284204276,2.8239086243931997,15.865507416386688,2.569745849538598
2,2,1.0,DE,Labor,Employment by economic sector,Employment - Agriculture,Biden,2.925747927965636,3.599918545119556,3.1363415187222077,5.9302956996566865,1.2659206986619642,7.711521533064442,1.2490398153135809
2,2,1.0,DE,Labor,Employment by economic sector,Employment - Agriculture,other,2.925747927965636,3.599918545119556,3.1363415187222077,6.220198114459013,1.3725771003026699,7.711521533064442,1.2490398153135809
2,2,1.0,FL,Labor,Employment by economic sector,Employment - Agriculture,Biden,339.6985196691256,417.9741491116266,364.1498164975413,784.0784281366473,1058.551944023925,918.372674117161,1057.0231393894521
2,2,1.0,FL,Labor,Employment by economic sector,Employment - Agriculture,other,339.6985196691256,417.9741491116266,364.1498164975413,825.2328359192625,1068.207426595892,918.372674117161,1057.0231393894521
2,2,1.0,GA,Labor,Employment by economic sector,Employment - Agriculture,Biden,446.1468554375006,501.7656496110865,463.5239790059878,694.0712491006211,1468.6521371235199,841.0516706627667,1467.903778415682
2,2,1.0,GA,Labor,Employment by economic sector,Employment - Agriculture,other,446.1468554375006,501.7656496110865,463.5239790059878,717.9937151435486,1473.3747462999354,841.0516706627667,1467.903778415682
2,2,1.0,HI,Labor,Employment by economic sector,Employment - Agriculture,Biden,67.14831310085081,82.62108136339931,71.98160862641114,136.10514720523582,29.053917674209,176.98574010311827,28.666487564573902
2,2,1.0,HI,Labor,Employment by economic sector,Employment - Agriculture,other,67.14831310085081,82.62108136339931,71.98160862641114,142.75864524987946,31.5017695151432,176.98574010311827,28.666487564573902
2,2,1.0,IA,Labor,Employment by economic sector,Employment - Agriculture,Biden,6918.630434323077,6919.430259217019,6918.989704502467,6999.062365778828,3641.3923225836693,6945.133876127745,3643.0611540287546
2,2,1.0,IA,Labor,Employment by economic sector,Employment - Agriculture,other,6918.630434323077,6919.430259217019,6918.989704502467,7005.493528258195,3630.833151753218,6945.133876127745,3643.0611540287546
2,2,1.0,ID,Labor,Employment by economic sector,Employment - Agriculture,Biden,133.54965031323425,140.72224077643676,135.79180413855158,165.54066964904337,64.84325903922498,184.50638966805573,64.68747548121364
2,2,1.0,ID,Labor,Employment by economic sector,Employment - Agriculture,other,133.54965031323425,140.72224077643676,135.79180413855158,168.62779978519754,65.82731245147122,184.50638966805573,64.68747548121364
2,2,1.0,IL,Labor,Employment by economic sector,Employment - Agriculture,Biden,2962.6125821324576,2968.0919595260425,2964.370703013134,3048.1206339941195,3628.662019342313,3017.206758293625,3630.2223743666837
2,2,1.0,IL,Labor,Employment by economic sector,Employment - Agriculture,other,2962.6125821324576,2968.0919595260425,2964.370703013134,3055.2935356165995,3618.788382888011,3017.206758293625,3630.2223743666837
2,2,1.0,IN,Labor,Employment by economic sector,Employment - Agriculture,Biden,2019.098490779096,2023.0713986538956,2020.3712025569992,2037.297657402503,2866.2945527150086,2048.0880925711444,2867.5378115758426
2,2,1.0,IN,Labor,Employment by economic sector,Employment - Agriculture,other,2019.098490779096,2023.0713986538956,2020.3712025569992,2039.061177613009,2858.4275482445973,2048.0880925711444,2867.5378115758426
2,2,1.0,KS,Labor,Employment by economic sector,Employment - Agriculture,Biden,858.7190703792617,859.1800441193619,858.87662344618,860.9845757725349,942.0164758181168,862.3281712975862,942.446034962504
2,2,1.0,KS,Labor,Employment by economic sector,Employment - Agriculture,other,858.7190703792617,859.1800441193619,858.87662344618,861.2063884297114,939.2985322156319,862.3281712975862,942.446034962504
2,2,1.0,KY,Labor,Employment by economic sector,Employment - Agriculture,Biden,88.59130218006302,94.8543743827622,90.54869689207808,1571.8752027760133,890.0182612404483,483.6822127562509,890.2765653355284
2,2,1.0,KY,Labor,Employment by economic sector,Employment - Agriculture,other,88.59130218006302,94.8543743827622,90.54869689207808,1688.74790450105,888.3826121526923,483.6822127562509,890.2765653355284
2,2,1.0,LA,Labor,Employment by economic sector,Employment - Agriculture,Biden,133.45727228794078,164.20939920975692,143.06344714499232,1408.407424649415,1210.865053935942,625.8877953335314,1210.640467457536
2,2,1.0,LA,Labor,Employment by economic sector,Employment - Agriculture,other,133.45727228794078,164.20939920975692,143.06344714499232,1510.9033696598635,1212.2792555913043,625.8877953335314,1210.640467457536
2,2,1.0,MA,Labor,Employment by economic sector,Employment - Agriculture,Biden,86.47743465773864,106.40414978443494,92.70202882387127,737.5784626271824,235.56017384577632,363.39348772409255,235.1549416384358
2,2,1.0,MA,Labor,Employment by economic sector,Employment - Agriculture,other,86.47743465773864,106.40414978443494,92.70202882387127,790.2611883310447,238.11968192232013,363.39348772409255,235.1549416384358
2,2,1.0,MD,Labor,Employment by economic sector,Employment - Agriculture,Biden,38.37046462905759,47.21204649337118,41.13234778652067,77.77436983156296,336.779377197386,101.13470863035313,336.70943371559497
2,2,1.0,MD,Labor,Employment by economic sector,Employment - Agriculture,other,38.37046462905759,47.21204649337118,41.13234778652067,81.57636871421643,337.21996652872,101.13470863035313,336.70943371559497
2,2,1.0,ME,Labor,Employment by economic sector,Employment - Agriculture,Biden,184.44202716380167,226.9424059878234,197.718054266332,465.1909899080501,246.0039747432594,508.146258285022,245.0184001307471
2,2,1.0,ME,Labor,Employment by economic sector,Employment - Agriculture,other,184.44202716380167,226.9424059878234,197.718054266332,490.63261247148716,252.23032089383497,508.146258285022,245.0184001307471
2,2,1.0,MI,Labor,Employment by economic sector,Employment - Agriculture,Biden,731.3207694996829,765.3396060627792,741.9566168257292,883.0749100988207,1043.9199134785576,973.0416710984391,1043.5288924267556
2,2,1.0,MI,Labor,Employment by economic sector,Employment - Agriculture,other,731.3207694996829,765.3396060627792,741.9566168257292,897.7195369195545,1046.386384339834,973.0416710984391,1043.5288924267556
2,2,1.0,MN,Labor,Employment by economic sector,Employment - Agriculture,Biden,2135.0768021537788,2163.5458825454425,2144.0016422862286,2531.450213020202,4967.019989896593,2402.766986768127,4968.621726415909
2,2,1.0,MN,Labor,Employment by economic sector,Employment - Agriculture,other,2135.0768021537788,2163.5458825454425,2144.0016422862286,2564.8517373680033,4956.879550948058,2402.766986768127,4968.621726415909
2,2,1.0,MO,Labor,Employment by economic sector,Employment - Agriculture,Biden,440.30938376098976,441.1030507016628,440.56421788356715,456.39369920219934,741.6533837531324,449.1119450860786,741.9815373147056
2,2,1.0,MO,Labor,Employment by economic sector,Employment - Agriculture,other,440.30938376098976,441.1030507016628,440.56421788356715,457.7229422180276,739.5769784821622,449.1119450860786,741.9815373147056
2,2,1.0,MS,Labor,Employment by economic sector,Employment - Agriculture,Biden,167.1312187158368,184.40035696095808,172.52711286755448,1054.605286253052,1172.4675415408349,485.00994818542614,1172.5739376793067
2,2,1.0,MS,Labor,Employment by economic sector,Employment - Agriculture,other,167.1312187158368,184.40035696095808,172.52711286755448,1125.619463216989,1171.7905890772813,485.00994818542614,1172.5739376793067
2,2,1.0,MT,Labor,Employment by economic sector,Employment - Agriculture,Biden,0.6714831310085081,0.8262108136339932,0.7198160862641124,1.3610514720523583,293.90002599223,1.769857401031183,294.035030230833
2,2,1.0,MT,Labor,Employment by economic sector,Employment - Agriculture,other,0.6714831310085081,0.8262108136339932,0.7198160862641124,1.4275864524987945,293.045829462176,1.769857401031183,294.035030230833
2,2,1.0,NC,Labor,Employment by economic sector,Employment - Agriculture,Biden,151.89907685028214,186.90068905563328,162.8326817998892,307.88928657070045,1019.967543557631,400.3670277904107,1019.5424825159121
2,2,1.0,NC,Labor,Employment by economic sector,Employment - Agriculture,other,151.89907685028214,186.90068905563328,162.8326817998892,322.94044964740505,1022.6492025026371,400.3670277904107,1019.5424825159121
2,2,1.0,ND,Labor,Employment by economic sector,Employment - Agriculture,Biden,818.4966991227088,818.9930635025679,818.6646684079955,845.9419175190977,917.8741215830773,828.3715482540136,918.2915353519995
2,2,1.0,ND,Labor,Employment by economic sector,Employment - Agriculture,other,818.4966991227088,818.9930635025679,818.6646684079955,848.1416801626928,915.2330155941922,828.3715482540136,918.2915353519995
2,2,1.0,NE,Labor,Employment by economic sector,Employment - Agriculture,Biden,3679.1413484218065,3679.805456937232,3679.4069719634626,3683.006916201502,3865.626218806851,3685.300763086563,3867.4200071485193
2,2,1.0,NE,Labor,Employment by economic sector,Employment - Agriculture,other,3679.1413484218065,3679.805456937232,3679.4069719634626,3683.393709063003,3854.2766772929463,3685.300763086563,3867.4200071485193
2,2,1.0,NH,Labor,Employment by economic sector,Employment - Agriculture,Biden,66.40488534866283,81.7063479625907,71.18466938804741,134.59826878974857,128.4274230893692,175.02625512340543,128.09143862698681
2,2,1.0,NH,Labor,Employment by economic sector,Employment - Agriculture,other,66.40488534866283,81.7063479625907,71.18466938804741,141.1781031060413,130.5498193836961,175.02625512340543,128.09143862698681
2,2,1.0,NJ,Labor,Employment by economic sector,Employment - Agriculture,Biden,62.90358045126135,77.39824872007057,67.43134265252733,305.36135152089264,47.8201789163095,208.6455768777184,47.4669851762863
2,2,1.0,NJ,Labor,Employment by economic sector,Employment - Agriculture,other,62.90358045126135,77.39824872007057,67.43134265252733,325.5479927932273,50.051634007064095,208.6455768777184,47.4669851762863
2,2,1.0,NM,Labor,Employment by economic sector,Employment - Agriculture,Biden,1.295003181230698,1.5934065691512738,1.3882167377950765,2.624884981815263,185.3960587221976,3.41329641627442,185.47601494603032
2,2,1.0,NM,Labor,Employment by economic sector,Employment - Agriculture,other,1.295003181230698,1.5934065691512738,1.3882167377950765,2.7532024441048075,184.8901157295473,3.41329641627442,185.47601494603032
2,2,1.0,NV,Labor,Employment by economic sector,Employment - Agriculture,Biden,3.645194139760472,4.485144416870257,3.907573039719469,7.388565133998517,1.577212673742775,9.60779731988354,1.5561807535054437
2,2,1.0,NV,Labor,Employment by economic sector,Employment - Agriculture,other,3.645194139760472,4.485144416870257,3.907573039719469,7.74975502785056,1.7100960593934948,9.60779731988354,1.5561807535054437
2,2,1.0,NY,Labor,Employment by economic sector,Employment - Agriculture,Biden,438.7609015388603,471.1101029730547,448.87068291368547,585.5878297434397,400.48191804558496,669.1398429384019,399.8311921522193
2,2,1.0,NY,Labor,Employment by economic sector,Employment - Agriculture,other,438.7609015388603,471.1101029730547,448.87068291368547,599.7093660286085,404.5919067842465,669.1398429384019,399.8311921522193
2,2,1.0,OH,Labor,Employment by economic sector,Employment - Agriculture,Biden,978.2257546541791,988.1373506035106,981.3366815190114,1022.6287910941759,1915.38760737032,1048.9533833755959,1916.032170061502
2,2,1.0,OH,Labor,Employment by economic sector,Employment - Agriculture,other,978.2257546541791,988.1373506035106,981.3366815190114,1026.9166592838508,1911.3072744812725,1048.9533833755959,1916.032170061502
2,2,1.0,OK,Labor,Employment by economic sector,Employment - Agriculture,Biden,21.103755545981723,25.9666255713542,22.62279128258642,42.7759034073597,565.695234768809,55.624089746694295,565.836728167831
2,2,1.0,OK,Labor,Employment by economic sector,Employment - Agriculture,other,21.103755545981723,25.9666255713542,22.62279128258642,44.86700279281916,564.798949614667,55.624089746694295,565.836728167831
2,2,1.0,OR,Labor,Employment by economic sector,Employment - Agriculture,Biden,157.60276357940396,177.4094675098921,163.79100305728446,245.89212034607547,520.7019278739995,298.23391091514736,520.4343404507188
2,2,1.0,OR,Labor,Employment by economic sector,Employment - Agriculture,other,157.60276357940396,177.4094675098921,163.79100305728446,254.41124151340213,522.3905888230021,298.23391091514736,520.4343404507188
2,2,1.0,PA,Labor,Employment by economic sector,Employment - Agriculture,Biden,331.91822778111225,365.1356054524488,342.29745482371794,480.00298098908274,657.2468199872292,567.7941366528233,656.6955602542398
2,2,1.0,PA,Labor,Employment by economic sector,Employment - Agriculture,other,331.91822778111225,365.1356054524488,342.29745482371794,494.2920688670951,660.7273093884068,567.7941366528233,656.6955602542398
2,2,1.0,RI,Labor,Employment by economic sector,Employment - Agriculture,Biden,10.863637798101918,13.366910663435682,11.645595967058675,22.019868458561316,81.2164002407834,28.633764380968778,81.1899119267907
2,2,1.0,RI,Labor,Employment by economic sector,Employment - Agriculture,other,10.863637798101918,13.366910663435682,11.645595967058675,23.096309392212625,81.3834412134811,28.633764380968778,81.1899119267907
2,2,1.0,SC,Labor,Employment by economic sector,Employment - Agriculture,Biden,140.31599284038526,172.6485525204467,150.41585431183302,284.4111486777972,941.5349404781971,369.8369876226229,941.141982777727
2,2,1.0,SC,Labor,Employment by economic sector,Employment - Agriculture,other,140.31599284038526,172.6485525204467,150.41585431183302,298.31458334180076,944.014068899314,369.8369876226229,941.141982777727
2,2,1.0,SD,Labor,Employment by economic sector,Employment - Agriculture,Biden,1821.1393678931897,1821.0385481927399,1821.13669902371,1828.5750468270396,1388.2468804272555,1822.9311269531609,1388.897494432355
2,2,1.0,SD,Labor,Employment by economic sector,Employment - Agriculture,other,1821.1393678931897,1821.0385481927399,1821.13669902371,1829.1652375119843,1384.1304033667927,1822.9311269531609,1388.897494432355
2,2,1.0,TN,Labor,Employment by economic sector,Employment - Agriculture,Biden,431.93792246008553,442.9852245916871,435.3948923303026,481.26658805626096,585.9714239390962,510.51098073906354,585.9603374259584
2,2,1.0,TN,Labor,Employment by economic sector,Employment - Agriculture,other,431.93792246008553,442.9852245916871,435.3948923303026,486.0276486780238,586.0391227719718,510.51098073906354,585.9603374259584
2,2,1.0,TX,Labor,Employment by economic sector,Employment - Agriculture,Biden,772.8934288047976,797.6240724855204,780.6291788477246,2766.601190398835,1630.5622692550783,1402.420275283719,1630.689165007731
2,2,1.0,TX,Labor,Employment by economic sector,Employment - Agriculture,other,772.8934288047976,797.6240724855204,780.6291788477246,2925.007680406769,1629.7539471480168,1402.420275283719,1630.689165007731
2,2,1.0,UT,Labor,Employment by economic sector,Employment - Agriculture,Biden,3.237507953076735,3.9835164228781985,3.470541844487681,22.731454747417146,17.25418765639135,12.428537998180632,17.24300670380864
2,2,1.0,UT,Labor,Employment by economic sector,Employment - Agriculture,other,3.237507953076735,3.9835164228781985,3.470541844487681,24.32078208213937,17.32476523609403,12.428537998180632,17.24300670380864
2,2,1.0,VA,Labor,Employment by economic sector,Employment - Agriculture,Biden,346.577673625683,402.8376214018218,364.1534575058415,1058.1457041755255,290.98603689780003,857.0067345060125,289.6644993314081
2,2,1.0,VA,Labor,Employment by economic sector,Employment - Agriculture,other,346.577673625683,402.8376214018218,364.1534575058415,1118.493329164597,299.3349751700939,857.0067345060125,289.6644993314081
2,2,1.0,VT,Labor,Employment by economic sector,Employment - Agriculture,Biden,22.063017161708107,27.146926733688453,23.65109997724936,60.453618379328276,32.753273138135995,61.942745936165814,32.6369516768664
2,2,1.0,VT,Labor,Employment by economic sector,Employment - Agriculture,other,22.063017161708107,27.146926733688453,23.65109997724936,63.874104588316115,33.4881165630944,61.942745936165814,32.6369516768664
2,2,1.0,WA,Labor,Employment by economic sector,Employment - Agriculture,Biden,96.42977392090077,118.64977434365409,103.3707315309997,321.04961778848315,650.493702039766,284.4204778373452,650.225275630616
2,2,1.0,WA,Labor,Employment by economic sector,Employment - Agriculture,other,96.42977392090077,118.64977434365409,103.3707315309997,340.4577193954212,652.1871464135099,284.4204778373452,650.225275630616
2,2,1.0,WI,Labor,Employment by economic sector,Employment - Agriculture,Biden,1048.0698339572502,1072.2048754451432,1055.623928458294,1155.8639008152425,2039.4669194519938,1219.7694417022924,2039.8013529376701
2,2,1.0,WI,Labor,Employment by economic sector,Employment - Agriculture,other,1048.0698339572502,1072.2048754451432,1055.623928458294,1166.268265006303,2037.3456342556103,1219.7694417022924,2039.8013529376701
2,2,1.0,WV,Labor,Employment by economic sector,Employment - Agriculture,Biden,0.0,0.0,0.0,0.0,195.3665037064255,0.0,195.458912896044
2,2,1.0,WV,Labor,Employment by economic sector,Employment - Agriculture,other,0.0,0.0,0.0,0.0,194.7818370664802,0.0,195.458912896044
2,2,1.0,WY,Labor,Employment by economic sector,Employment - Agriculture,Biden,0.0,0.0,0.0,0.0,10.29729892916946,0.0,10.30216959548765
2,2,1.0,WY,Labor,Employment by economic sector,Employment - Agriculture,other,0.0,0.0,0.0,0.0,10.26648255557824,0.0,10.30216959548765
2,2,2.0,AK,Labor,Employment by economic sector,Employment - Construction,Biden,2930.7495987976386,3219.6708000241606,2968.8056977652363,2887.806076197529,1695.1797777246372,2949.01885808904,1210.256018122746
2,2,2.0,AK,Labor,Employment by economic sector,Employment - Construction,other,2930.7495987976386,3219.6708000241606,2968.8056977652363,3015.8547597104803,1617.1691096381514,2949.01885808904,1210.256018122746
2,2,2.0,AL,Labor,Employment by economic sector,Employment - Construction,Biden,5871.528935106287,7057.315636811717,8489.464079670643,13147.246160074184,30398.18049455205,12693.20241207279,28837.120172990435
2,2,2.0,AL,Labor,Employment by economic sector,Employment - Construction,other,5871.528935106287,7057.315636811717,8489.464079670643,7483.33599060424,12521.891358904393,12693.20241207279,28837.120172990435
2,2,2.0,AR,Labor,Employment by economic sector,Employment - Construction,Biden,3799.960797813943,3594.794210635306,3312.4668256910827,3404.353290643363,8055.777288352067,3379.0689594304686,6754.310391951639
2,2,2.0,AR,Labor,Employment by economic sector,Employment - Construction,other,3799.960797813943,3594.794210635306,3312.4668256910827,4287.976740680919,5935.168065777336,3379.0689594304686,6754.310391951639
2,2,2.0,AZ,Labor,Employment by economic sector,Employment - Construction,Biden,13824.143134669981,10296.04041589743,16298.862758835101,11911.174050815023,17554.1581546726,11794.131190319249,16984.558372008807
2,2,2.0,AZ,Labor,Employment by economic sector,Employment - Construction,other,13824.143134669981,10296.04041589743,16298.862758835101,11067.893443438135,17439.490577746023,11794.131190319249,16984.558372008807
2,2,2.0,CA,Labor,Employment by economic sector,Employment - Construction,Biden,69149.31185664734,47848.88345273463,80441.60082456694,70378.5607917187,155973.65107334772,68963.9765338258,148016.39563156338
2,2,2.0,CA,Labor,Employment by economic sector,Employment - Construction,other,69149.31185664734,47848.88345273463,80441.60082456694,62610.26515043066,105388.3073091315,68963.9765338258,148016.39563156338
2,2,2.0,CO,Labor,Employment by economic sector,Employment - Construction,Biden,12846.287712225912,10987.099562272742,15600.351454276077,15567.261080632366,35158.453590688965,15393.638329735515,30452.91461574101
2,2,2.0,CO,Labor,Employment by economic sector,Employment - Construction,other,12846.287712225912,10987.099562272742,15600.351454276077,14170.468067638341,20199.234316125552,15393.638329735515,30452.91461574101
2,2,2.0,CT,Labor,Employment by economic sector,Employment - Construction,Biden,5590.597817225611,3196.599318515714,5365.915113499837,5806.230884020774,6155.410883123675,5747.424318607324,6203.059673239464
2,2,2.0,CT,Labor,Employment by economic sector,Employment - Construction,other,5590.597817225611,3196.599318515714,5365.915113499837,4094.542750118343,5600.672906444004,5747.424318607324,6203.059673239464
2,2,2.0,DC,Labor,Employment by economic sector,Employment - Construction,Biden,89.58145026839276,104.5455904324675,234.46940058040656,82.17321565399328,176.57531117681756,91.72863060050379,138.5693043295996
2,2,2.0,DC,Labor,Employment by economic sector,Employment - Construction,other,89.58145026839276,104.5455904324675,234.46940058040656,96.55204069391975,161.38284109031122,91.72863060050379,138.5693043295996
2,2,2.0,DE,Labor,Employment by economic sector,Employment - Construction,Biden,1161.1997043048693,924.9144977039938,2287.0030553938614,994.5260657303078,5551.8599184546365,1092.9313312096835,4672.447507637465
2,2,2.0,DE,Labor,Employment by economic sector,Employment - Construction,other,1161.1997043048693,924.9144977039938,2287.0030553938614,775.5232034041396,1805.9108376055206,1092.9313312096835,4672.447507637465
2,2,2.0,FL,Labor,Employment by economic sector,Employment - Construction,Biden,16678.295268457216,14483.506861631156,26511.175729680817,37661.30893616318,64994.793315992625,35606.62945150015,62038.76768759186
2,2,2.0,FL,Labor,Employment by economic sector,Employment - Construction,other,16678.295268457216,14483.506861631156,26511.175729680817,29007.76166262625,26444.35480945251,35606.62945150015,62038.76768759186
2,2,2.0,GA,Labor,Employment by economic sector,Employment - Construction,Biden,9474.344095549428,9594.176883196496,12756.82717691493,13887.485046841364,40985.10541438135,13736.214693885908,40474.50002741647
2,2,2.0,GA,Labor,Employment by economic sector,Employment - Construction,other,9474.344095549428,9594.176883196496,12756.82717691493,10962.786119066244,19383.61266572879,13736.214693885908,40474.50002741647
2,2,2.0,HI,Labor,Employment by economic sector,Employment - Construction,Biden,262.1395500587382,272.6248567791182,285.63693629110696,263.5752185071481,168.01194350656425,253.55915711484835,121.81376867564126
2,2,2.0,HI,Labor,Employment by economic sector,Employment - Construction,other,262.1395500587382,272.6248567791182,285.63693629110696,254.91223952480013,141.80518181007992,253.55915711484835,121.81376867564126
2,2,2.0,IA,Labor,Employment by economic sector,Employment - Construction,Biden,10040.618348853823,9825.193073839737,14942.157889368864,23042.596387747904,69136.23118132899,21457.130001193887,59354.84127358184
2,2,2.0,IA,Labor,Employment by economic sector,Employment - Construction,other,10040.618348853823,9825.193073839737,14942.157889368864,18471.527851000967,25214.16719705376,21457.130001193887,59354.84127358184
2,2,2.0,ID,Labor,Employment by economic sector,Employment - Construction,Biden,3066.4013658032804,2312.056983315048,3844.6041395380234,4285.950811400238,8121.583139978693,4217.615274657259,7064.200092608277
